X,Y
49.448,204.747
70.448,204.747
49.448,183.747
70.448,183.747
49.448,169.747
70.448,169.747
49.448,148.747
70.448,148.747
51.348,135.847
80.748,135.847
51.348,106.447
80.748,106.447
51.348,90.847
80.748,90.847
51.348,61.447
80.748,61.447
47.693,47.402
72.203,47.402
47.693,22.892
72.203,22.892
48.368,266.797
